"TIME,""GEO"",""UNIT"",""SECTOR"",""NA_ITEM"",""Value"",""Flag and Footnotes"""
"2015,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""69,906.0"","""""
"2015,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2015,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2015,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""472,962.0"","""""
"2015,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""417,176.0"","""""
"2015,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""223,159.0"","""""
"2015,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""194,442.0"","""""
"2015,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""171,848.0"","""""
"2015,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""152,987.0"","""""
"2015,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""65,261.0"","""""
"2015,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""69,906.0"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""43.9"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.7"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""20.7"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""18.0"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""15.9"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.2"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.1"","""""
"2015,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.5"","""""
"2016,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2016,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2016,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""472,733.0"","""""
"2016,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""424,780.0"","""""
"2016,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""220,124.0"","""""
"2016,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""192,077.0"","""""
"2016,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""169,078.0"","""""
"2016,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""159,587.0"","""""
"2016,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""64,844.0"","""""
"2016,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""71,830.0"","""""
"2016,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2016,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2016,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""472,733.0"","""""
"2016,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""424,780.0"","""""
"2016,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""220,124.0"","""""
"2016,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""192,077.0"","""""
"2016,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""169,078.0"","""""
"2016,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""159,587.0"","""""
"2016,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""64,844.0"","""""
"2016,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""71,830.0"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""42.4"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.1"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""19.8"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""17.2"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""15.2"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.3"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.8"","""""
"2016,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.4"","""""
"2017,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2017,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2017,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""478,804.0"","""""
"2017,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""443,531.0"","""""
"2017,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""218,243.0"","""""
"2017,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""197,177.0"","""""
"2017,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""174,520.0"","""""
"2017,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""170,355.0"","""""
"2017,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""68,306.0"","""""
"2017,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""75,039.0"","""""
"2017,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2017,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2017,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""478,804.0"","""""
"2017,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""443,531.0"","""""
"2017,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""218,243.0"","""""
"2017,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""197,177.0"","""""
"2017,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""174,520.0"","""""
"2017,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""170,355.0"","""""
"2017,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""68,306.0"","""""
"2017,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""75,039.0"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""41.2"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""38.2"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""18.8"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""17.0"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""15.0"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.7"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.9"","""""
"2017,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.5"","""""
"2018,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2018,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2018,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""501,774.0"","""""
"2018,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""471,730.0"","""""
"2018,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""229,099.0"","""""
"2018,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""213,313.0"","""""
"2018,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""183,022.0"","""""
"2018,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""179,735.0"","""""
"2018,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""70,414.0"","""""
"2018,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""76,753.0"","""""
"2018,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2018,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2018,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""501,774.0"","""""
"2018,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""471,730.0"","""""
"2018,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""229,099.0"","""""
"2018,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""213,313.0"","""""
"2018,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""183,022.0"","""""
"2018,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""179,735.0"","""""
"2018,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""70,414.0"","""""
"2018,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""76,753.0"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""41.7"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""39.2"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""19.0"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""17.7"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""15.2"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.9"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""5.9"","""""
"2018,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.4"","""""
"2019,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2019,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2019,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""524,037.0"","""""
"2019,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""488,274.0"","""""
"2019,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""232,892.0"","""""
"2019,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""216,495.0"","""""
"2019,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""193,331.0"","""""
"2019,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""185,994.0"","""""
"2019,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""74,942.0"","""""
"2019,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""78,773.0"","""""
"2019,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2019,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2019,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""524,037.0"","""""
"2019,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""488,274.0"","""""
"2019,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""232,892.0"","""""
"2019,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""216,495.0"","""""
"2019,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""193,331.0"","""""
"2019,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""185,994.0"","""""
"2019,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""74,942.0"","""""
"2019,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""78,773.0"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""42.1"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""39.2"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""18.7"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""17.4"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""15.5"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""14.9"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.0"","""""
"2019,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.3"","""""
"2020,""Spain"",""Million euro"",""Total economy"",""Total general government expenditure"","":"","""""
"2020,""Spain"",""Million euro"",""Total economy"",""Total general government revenue"","":"","""""
"2020,""Spain"",""Million euro"",""General government"",""Total general government expenditure"",""588,279.0"","""""
"2020,""Spain"",""Million euro"",""General government"",""Total general government revenue"",""465,379.0"","""""
"2020,""Spain"",""Million euro"",""Central government"",""Total general government expenditure"",""289,080.0"","""""
"2020,""Spain"",""Million euro"",""Central government"",""Total general government revenue"",""195,029.0"","""""
"2020,""Spain"",""Million euro"",""State government"",""Total general government expenditure"",""206,752.0"","""""
"2020,""Spain"",""Million euro"",""State government"",""Total general government revenue"",""204,325.0"","""""
"2020,""Spain"",""Million euro"",""Local government"",""Total general government expenditure"",""71,556.0"","""""
"2020,""Spain"",""Million euro"",""Local government"",""Total general government revenue"",""74,478.0"","""""
"2020,""Spain"",""Million units of national currency"",""Total economy"",""Total general government expenditure"","":"","""""
"2020,""Spain"",""Million units of national currency"",""Total economy"",""Total general government revenue"","":"","""""
"2020,""Spain"",""Million units of national currency"",""General government"",""Total general government expenditure"",""588,279.0"","""""
"2020,""Spain"",""Million units of national currency"",""General government"",""Total general government revenue"",""465,379.0"","""""
"2020,""Spain"",""Million units of national currency"",""Central government"",""Total general government expenditure"",""289,080.0"","""""
"2020,""Spain"",""Million units of national currency"",""Central government"",""Total general government revenue"",""195,029.0"","""""
"2020,""Spain"",""Million units of national currency"",""State government"",""Total general government expenditure"",""206,752.0"","""""
"2020,""Spain"",""Million units of national currency"",""State government"",""Total general government revenue"",""204,325.0"","""""
"2020,""Spain"",""Million units of national currency"",""Local government"",""Total general government expenditure"",""71,556.0"","""""
"2020,""Spain"",""Million units of national currency"",""Local government"",""Total general government revenue"",""74,478.0"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government expenditure"","":"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""Total economy"",""Total general government revenue"","":"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government expenditure"",""52.4"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""General government"",""Total general government revenue"",""41.5"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government expenditure"",""25.8"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""Central government"",""Total general government revenue"",""17.4"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government expenditure"",""18.4"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""State government"",""Total general government revenue"",""18.2"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government expenditure"",""6.4"","""""
"2020,""Spain"",""Percentage of gross domestic product (GDP)"",""Local government"",""Total general government revenue"",""6.6"","""""
